,Unnamed: 0,path,image_nr,likes,visualizations,date,simp_path,day,year,month,month_n,likes_n,visualizations_n,colors,colors_s
715,715,Behance\439_2.2k_12.9k_86_27 de março de 2020.jpg,439,2.2k,12.9k,27 de março de 2020,439_2.2k_12.9k_86_27 de março de 2020.jpg,27,2020,março,3,2200,12900,Not_found,Not_found
716,716,Behance\43_497_3.2k_63_15 de abril de 2021.jpg,43,497,3.2k,15 de abril de 2021,43_497_3.2k_63_15 de abril de 2021.jpg,15,2021,abril,4,497,3200,"[[234.12683  234.2219   230.49515 ]
 [117.75913  116.25138  113.49461 ]
 [157.83969  156.88533  153.36581 ]
 [ 76.94788   74.811775  73.757095]
 [198.35127  198.04686  194.13322 ]
 [216.62471  216.71632  212.94489 ]
 [ 52.763916  50.8888    50.484875]
 [178.29768  177.56467  173.79042 ]
 [ 98.052475  96.20669   94.247345]
 [137.23189  135.97958  132.81578 ]]","[[0.20120093 0.19403759 0.19251943]
 [0.60960764 0.60571814 0.5921094 ]
 [0.77429056 0.7729293  0.75761914]
 [0.37152863 0.36401933 0.3567869 ]
 [0.91597414 0.91646653 0.9017359 ]
 [0.29168245 0.28315595 0.27948782]
 [0.6932184  0.69025207 0.6754914 ]
 [0.8466824  0.84702104 0.83224154]
 [0.5264759  0.5215575  0.5093637 ]
 [0.44916356 0.4430305  0.43268883]]"
717,717,Behance\440_1.7k_13.9k_107_26 de julho de 2021.jpg,440,1.7k,13.9k,26 de julho de 2021,440_1.7k_13.9k_107_26 de julho de 2021.jpg,26,2021,julho,7,1700,13900,"[[ 19.989088   19.987444   19.987612 ]
 [128.51956   123.65394   117.15311  ]
 [ 76.312904   73.926704   70.09862  ]
 [140.04056   134.82721   127.579124 ]
 [  5.6085825   6.1147876   6.9363985]
 [ 58.181816   56.68609    53.93208  ]
 [ 98.78202    95.25224    90.366554 ]
 [154.8083    149.05444   140.89452  ]
 [ 39.05322    38.037334   36.6664   ]
 [116.40528   112.09376   106.19515  ]]","[[0.50415665 0.48508036 0.45957118]
 [0.07838639 0.07837994 0.07838061]
 [0.22796619 0.22209632 0.21131828]
 [0.6068776  0.58430576 0.55231094]
 [0.38952428 0.3755707  0.35632622]
 [0.02199443 0.02397956 0.02720156]
 [0.29962397 0.2902495  0.27520335]
 [0.5488032  0.52838695 0.5000054 ]
 [0.15265995 0.14871651 0.1433763 ]
 [0.4605797  0.44335693 0.42006987]]"
718,718,Behance\441_2k_12.5k_118_26 de julho de 2021.jpg,441,2k,12.5k,26 de julho de 2021,441_2k_12.5k_118_26 de julho de 2021.jpg,26,2021,julho,7,2000,12500,"[[ 23.23733   67.365135 107.29879 ]
 [220.35574  195.18523  178.01463 ]
 [141.02135   54.5514    58.03808 ]
 [ 19.240679  30.25989   46.263073]
 [ 31.912355 102.50287  158.83128 ]
 [ 84.95165  177.88574  212.35939 ]
 [232.79123  116.39667   53.416897]
 [218.7798    67.03073  114.794975]
 [141.12769  123.530624 135.86877 ]
 [179.99507  229.0421   240.30106 ]]","[[0.0753855  0.11864468 0.1814161 ]
 [0.3313496  0.6972356  0.8328706 ]
 [0.12520985 0.4019178  0.6227795 ]
 [0.8562381  0.26175818 0.44879925]
 [0.7042854  0.8970125  0.9416735 ]
 [0.55184823 0.21487662 0.22845593]
 [0.86749506 0.76789486 0.69896954]
 [0.09109886 0.26416016 0.42077404]
 [0.91303587 0.45648977 0.20944944]
 [0.5564126  0.48846823 0.53626925]]"
719,719,Behance\442_1.1k_13k_75_23 de julho de 2021.jpg,442,1.1k,13k,23 de julho de 2021,442_1.1k_13k_75_23 de julho de 2021.jpg,23,2021,julho,7,1100,13000,"[[210.30354  190.9917   175.64395 ]
 [179.45667  145.87625  122.71668 ]
 [137.88425  103.95181   81.99035 ]
 [ 52.235783  33.309303  25.122557]
 [194.34338  171.49185  153.80507 ]
 [241.54767  212.45238  188.57483 ]
 [159.13635  128.39548  108.087524]
 [101.256386  68.176285  53.294186]
 [202.26404  182.4555   166.60362 ]
 [184.7366   158.88821  138.74663 ]]","[[0.626659   0.50666    0.4271422 ]
 [0.79839045 0.72149754 0.6603621 ]
 [0.41238657 0.28086355 0.22031105]
 [0.7291696  0.6294267  0.55176085]
 [0.54398364 0.4111128  0.32465798]
 [0.94830567 0.83405626 0.7403009 ]
 [0.21606344 0.13746125 0.10369268]
 [0.7048135  0.5735793  0.4828207 ]
 [0.8296831  0.7534228  0.69275796]
 [0.76686835 0.6801061  0.6119525 ]]"
720,720,Behance\443_1.5k_8.8k_103_26 de julho de 2021.jpg,443,1.5k,8.8k,26 de julho de 2021,443_1.5k_8.8k_103_26 de julho de 2021.jpg,26,2021,julho,7,1500,8800,"[[113.51295    51.40731    39.084133 ]
 [189.73616   157.81918   143.57555  ]
 [  9.681045    4.7541375   5.3953686]
 [213.94775   191.82129   178.78455  ]
 [ 41.27331    17.76059    15.979712 ]
 [209.79787   228.51044   224.13469  ]
 [118.2279     89.02759    79.87229  ]
 [ 76.24894    26.008572   20.45105  ]
 [156.92618   123.24809   112.22263  ]
 [ 73.24372    55.398285   51.10814  ]]","[[0.27358463 0.09690297 0.08069639]
 [0.8387179  0.75159127 0.7004163 ]
 [0.61217964 0.48145664 0.43850148]
 [0.03449312 0.01728942 0.02017906]
 [0.29676613 0.22397983 0.20616978]
 [0.8227768  0.8960322  0.87880933]
 [0.7428004  0.61716676 0.56150484]
 [0.14860661 0.06526236 0.05873078]
 [0.46627098 0.3431678  0.30612403]
 [0.4240312  0.17463353 0.1256164 ]]"
721,721,Behance\444_758_6.1k_53_24 de julho de 2021.jpg,444,758,6.1k,24 de julho de 2021,444_758_6.1k_53_24 de julho de 2021.jpg,24,2021,julho,7,758,6100,"[[240.56332     93.28038      0.68692905]
 [233.11302    212.87604    238.98076   ]
 [ 54.876244    42.331326     6.569596  ]
 [235.6526     167.21701    105.67169   ]
 [119.71531     56.013363     4.270182  ]
 [235.1544     155.28224     23.246832  ]
 [226.25528    181.90396    187.81273   ]
 [190.23184     65.30774      2.8460054 ]
 [240.91676    117.28781      1.9021837 ]
 [123.24467    114.82974     95.20928   ]]","[[0.9459474  0.45504317 0.00715242]
 [0.913637   0.83354753 0.9361125 ]
 [0.46178064 0.21785438 0.01671907]
 [0.92429775 0.6531225  0.40543357]
 [0.2100609  0.16524634 0.02613448]
 [0.94318813 0.36527926 0.0026949 ]
 [0.9219766  0.60420823 0.07991662]
 [0.88832766 0.71258736 0.7305001 ]
 [0.73898506 0.25596935 0.01162151]
 [0.48263267 0.4502708  0.37340558]]"
722,722,Behance\445_2k_13.9k_109_15 de julho de 2021.jpg,445,2k,13.9k,15 de julho de 2021,445_2k_13.9k_109_15 de julho de 2021.jpg,15,2021,julho,7,2000,13900,"[[ 14.784984  114.447685   95.63781  ]
 [167.88606   149.30783   167.26701  ]
 [230.27965    70.52418     7.9263597]
 [ 15.484838   16.207285   17.033924 ]
 [ 17.000021  183.84799   251.93303  ]
 [116.808754  102.6645    111.04538  ]
 [ 10.991708  202.41148   125.15649  ]
 [245.00089   205.53232   232.8901   ]
 [ 85.91108    44.705036   36.214996 ]
 [219.65549   183.37804   207.79562  ]]","[[0.6615144  0.58892053 0.6595786 ]
 [0.04310542 0.79375327 0.49079937]
 [0.90325284 0.27661446 0.03106976]
 [0.06113935 0.0637483  0.06700888]
 [0.06664875 0.720952   0.9879508 ]
 [0.05822667 0.44805682 0.37443697]
 [0.34562695 0.17770934 0.14229861]
 [0.96078765 0.8060091  0.91329455]
 [0.8614552  0.71919113 0.81495476]
 [0.46112925 0.40449792 0.43811008]]"
723,723,Behance\446_958_7.3k_69_25 de julho de 2021.jpg,446,958,7.3k,25 de julho de 2021,446_958_7.3k_69_25 de julho de 2021.jpg,25,2021,julho,7,958,7300,"[[ 19.616776  36.14573   50.76572 ]
 [ 81.24002  155.87347  161.54013 ]
 [201.82617   35.330322  40.52276 ]
 [ 71.323555  61.390804 103.7362  ]
 [135.912    183.89726  175.67313 ]
 [ 12.533025  32.056725  37.317616]
 [ 94.99261   30.02869   38.33191 ]
 [ 26.171236  74.64271  112.81221 ]
 [ 34.544037  47.853012  78.2923  ]
 [ 60.249386 117.75033  143.85149 ]]","[[0.28181535 0.24186154 0.40858155]
 [0.04948206 0.12625611 0.14773431]
 [0.32003242 0.61237484 0.6338394 ]
 [0.79376024 0.13867782 0.15755329]
 [0.23617455 0.46406698 0.5654417 ]
 [0.37628368 0.11788829 0.15007487]
 [0.10255164 0.29384726 0.4436135 ]
 [0.13916686 0.18986246 0.31099245]
 [0.53364134 0.7216231  0.6892155 ]
 [0.07951769 0.14243986 0.20223637]]"
724,724,Behance\447_2.5k_16.4k_105_24 de julho de 2021.jpg,447,2.5k,16.4k,24 de julho de 2021,447_2.5k_16.4k_105_24 de julho de 2021.jpg,24,2021,julho,7,2500,16400,"[[  7.836373   9.716466  13.275576]
 [183.34451  189.2477   179.19037 ]
 [ 59.4182    69.99642   73.79035 ]
 [ 31.550352  44.228092  53.16828 ]
 [135.02547   34.050056  35.509186]
 [146.66725  151.82863  144.7139  ]
 [213.67831  229.87514  232.12045 ]
 [110.372894 115.20888  110.202576]
 [243.31493  104.37215   93.865875]
 [238.27985  242.65018  237.92964 ]]","[[0.0305776  0.0378646  0.05180249]
 [0.83527964 0.89917946 0.9083406 ]
 [0.43265826 0.45162416 0.43201604]
 [0.52948636 0.13354126 0.13925895]
 [0.9328885  0.9510977  0.93314815]
 [0.12342125 0.17313749 0.20824373]
 [0.5750654  0.5953458  0.56747234]
 [0.95413196 0.4090993  0.3679315 ]
 [0.71860814 0.74152887 0.70184344]
 [0.2321557  0.27368808 0.28862715]]"
725,725,Behance\448_1.5k_17.8k_128_20 de julho de 2021.jpg,448,1.5k,17.8k,20 de julho de 2021,448_1.5k_17.8k_128_20 de julho de 2021.jpg,20,2021,julho,7,1500,17800,"[[231.58618  234.57045  239.55574 ]
 [ 61.58176   57.96703   59.317127]
 [157.5145   159.0252   165.23349 ]
 [ 98.000984  97.96935  101.68261 ]
 [187.03693  187.63629  193.05263 ]
 [ 10.075281   9.799477  10.240116]
 [200.5574   105.118286  70.51224 ]
 [129.73311  131.40765  137.26384 ]
 [211.99542  213.97954  219.00006 ]
 [250.07407  251.9302   253.61192 ]]","[[0.9817346  0.988847   0.99509573]
 [0.59585595 0.6020757  0.62642014]
 [0.90791345 0.9196001  0.93914676]
 [0.36510623 0.36411917 0.37743193]
 [0.03262538 0.03174549 0.03329116]
 [0.71404004 0.71708256 0.73929524]
 [0.48127767 0.4867897  0.50835216]
 [0.78760433 0.4123768  0.27611703]
 [0.8222241  0.8291661  0.8487892 ]
 [0.22837573 0.2128731  0.21734422]]"
726,726,Behance\449_2.9k_16.2k_191_24 de julho de 2021.jpg,449,2.9k,16.2k,24 de julho de 2021,449_2.9k_16.2k_191_24 de julho de 2021.jpg,24,2021,julho,7,2900,16200,"[[ 38.169643   45.044613   90.56328  ]
 [252.00452   132.3783     31.101246 ]
 [115.88352     9.9648285  45.760807 ]
 [ 13.783434    2.0649157  45.084682 ]
 [241.35974   240.24776   220.399    ]
 [233.33263    63.764606   37.943466 ]
 [172.29805    26.89389    44.451958 ]
 [ 73.26113   145.34668   145.598    ]
 [ 64.60093     5.233505   46.462166 ]
 [253.45032   230.0685     30.135733 ]]","[[0.9882883  0.5276978  0.12166572]
 [0.2673871  0.02112968 0.18194863]
 [0.7030908  0.11791734 0.17397127]
 [0.9465306  0.9421669  0.86415696]
 [0.05691659 0.00811043 0.17665932]
 [0.28715512 0.56980896 0.570869  ]
 [0.9939405  0.90350664 0.11821765]
 [0.15081352 0.17583409 0.3542142 ]
 [0.4820639  0.04393236 0.17854308]
 [0.9303502  0.2652867  0.14517505]]"
727,727,Behance\450_1.4k_10.4k_81_22 de julho de 2021.jpg,450,1.4k,10.4k,22 de julho de 2021,450_1.4k_10.4k_81_22 de julho de 2021.jpg,22,2021,julho,7,1400,10400,"[[124.069145 150.53366  153.7797  ]
 [196.22757  197.03474  188.26227 ]
 [161.3822   173.0494   169.69305 ]
 [213.95555  211.22235  198.60881 ]
 [145.74551  163.51486  162.89122 ]
 [113.93537  142.25725  145.90625 ]
 [187.38937  189.48473  182.76247 ]
 [132.03717  156.94194  159.50053 ]
 [175.42964  181.5279   175.95728 ]
 [205.13698  204.13687  193.12268 ]]","[[0.44700325 0.55796427 0.57221186]
 [0.7639797  0.7677996  0.7347043 ]
 [0.8019365  0.79865026 0.7560612 ]
 [0.5704524  0.6407126  0.6385279 ]
 [0.5174599  0.6153512  0.6255554 ]
 [0.68263096 0.7087426  0.6873973 ]
 [0.83904135 0.82832295 0.77885807]
 [0.48673177 0.5904506  0.60311306]
 [0.7283768  0.73809946 0.71294105]
 [0.629684   0.67653227 0.6639366 ]]"
728,728,Behance\451_1.2k_10.9k_86_24 de julho de 2021.jpg,451,1.2k,10.9k,24 de julho de 2021,451_1.2k_10.9k_86_24 de julho de 2021.jpg,24,2021,julho,7,1200,10900,"[[215.21107  190.89684  185.33604 ]
 [126.60759   93.190285  86.99524 ]
 [ 52.974903  40.176186  42.97943 ]
 [207.22281  178.0976   168.42377 ]
 [242.28375  221.09421  210.47427 ]
 [ 89.14856   63.910038  65.48683 ]
 [182.02812  149.65294  141.65796 ]
 [226.40874  203.76225  197.9964  ]
 [159.3253   121.762505 112.81277 ]
 [ 14.777301   8.877084   9.262991]]","[[0.8132966  0.6996375  0.66224045]
 [0.20867902 0.15821671 0.16926599]
 [0.88925856 0.8010597  0.7785817 ]
 [0.49598488 0.36499372 0.34076044]
 [0.05831152 0.03508079 0.0365923 ]
 [0.7137397  0.5867684  0.5554099 ]
 [0.84896827 0.7536702  0.7312459 ]
 [0.9517786  0.8688379  0.82682073]
 [0.62424576 0.47694838 0.44185442]
 [0.34994084 0.25088027 0.2570397 ]]"
729,729,Behance\452_1.2k_6.4k_98_24 de julho de 2021.jpg,452,1.2k,6.4k,24 de julho de 2021,452_1.2k_6.4k_98_24 de julho de 2021.jpg,24,2021,julho,7,1200,6400,"[[126.77614  207.25558  200.26901 ]
 [ 65.19253   46.13719   48.734962]
 [ 57.5855    98.555695 111.24278 ]
 [234.18312  127.36846  109.4918  ]
 [238.51913  223.8387   193.41306 ]
 [ 37.712364  68.68811   81.916595]
 [ 99.18093  158.69896  158.56961 ]
 [138.1682   106.38071   96.04206 ]
 [ 25.318018  18.001747  28.770004]
 [185.81491  164.14241  145.25441 ]]","[[0.6965141  0.6137992  0.5471602 ]
 [0.14908795 0.2701695  0.32175207]
 [0.38894483 0.62234885 0.6218416 ]
 [0.09928632 0.07059509 0.11282358]
 [0.9177244  0.85177004 0.734975  ]
 [0.49906197 0.8124666  0.7847038 ]
 [0.9183652  0.49948415 0.4293796 ]
 [0.22413628 0.38706207 0.43753815]
 [0.5249324  0.40306345 0.36701313]
 [0.25565696 0.18093017 0.19111747]]"
730,730,Behance\453_1.5k_13k_83_8 de dezembro de 2020.jpg,453,1.5k,13k,8 de dezembro de 2020,453_1.5k_13k_83_8 de dezembro de 2020.jpg,8,2020,dezembro,12,1500,13000,"[[246.97914    240.83777    229.04764   ]
 [  0.73910594   0.5700454    0.6452358 ]
 [177.74977    131.35777    115.239655  ]
 [222.53333    189.31113    172.98412   ]
 [160.53445    110.36585     92.15054   ]
 [197.35754    153.38628    136.1696    ]
 [120.793465    88.74455     75.71052   ]
 [234.36623    211.01837    196.97803   ]
 [211.63837    171.60815    153.64578   ]
 [ 51.823475    43.755314    34.938213  ]]","[[0.96856093 0.94450736 0.89827365]
 [0.00312066 0.00240403 0.00264311]
 [0.82927316 0.6722783  0.60195017]
 [0.6298766  0.4323364  0.3605688 ]
 [0.9202557  0.8300821  0.7754478 ]
 [0.21244693 0.17900497 0.1438691 ]
 [0.77159095 0.59850127 0.53114504]
 [0.874089   0.7445689  0.68065035]
 [0.47999752 0.35115907 0.29937488]
 [0.6934793  0.5113946  0.44810724]]"
731,731,Behance\454_477_3.6k_44_23 de julho de 2021.jpg,454,477,3.6k,23 de julho de 2021,454_477_3.6k_44_23 de julho de 2021.jpg,23,2021,julho,7,477,3600,"[[126.85867  169.81116  188.39851 ]
 [159.00307  216.34714   84.69085 ]
 [ 73.42203   52.929684  29.987034]
 [100.22295  117.420006 208.26477 ]
 [124.36052  102.95008  203.5388  ]
 [ 97.97473  148.432    159.28496 ]
 [107.11269  198.69243   59.07737 ]
 [ 68.08704  110.48096  120.117546]
 [ 92.84014  148.41898  190.61859 ]
 [168.06737  187.78622  195.29514 ]]","[[0.38419646 0.58228254 0.6250133 ]
 [0.4200498  0.779186   0.23167595]
 [0.28790802 0.20759645 0.11765486]
 [0.49588782 0.66707814 0.73778534]
 [0.360668   0.56636226 0.75516844]
 [0.3997008  0.41425532 0.8108412 ]
 [0.6587717  0.73622143 0.7657964 ]
 [0.26709902 0.43335664 0.47113603]
 [0.50344956 0.4554602  0.80680895]
 [0.62354136 0.84842014 0.33212098]]"
732,732,Behance\455_1.3k_10k_62_23 de julho de 2021.jpg,455,1.3k,10k,23 de julho de 2021,455_1.3k_10k_62_23 de julho de 2021.jpg,23,2021,julho,7,1300,10000,"[[ 21.696577   4.327356   4.915899]
 [131.53491  160.85881   68.06777 ]
 [112.28431   52.495728  44.839645]
 [ 19.574581  63.995377 121.40131 ]
 [209.91022  176.30107  134.04082 ]
 [158.08194  128.57364  131.44415 ]
 [231.23346  153.61652   27.271986]
 [132.873     79.72065   77.34281 ]
 [ 27.796288 104.3324   187.89076 ]
 [ 77.28229   30.000612  29.650951]]","[[0.44033062 0.20586559 0.17584175]
 [0.64084065 0.51562846 0.5204897 ]
 [0.08508462 0.01697002 0.01927803]
 [0.9071712  0.6054399  0.11420284]
 [0.13550122 0.42463958 0.7696571 ]
 [0.30288008 0.11774682 0.1168853 ]
 [0.5188249  0.3186608  0.31048805]
 [0.04923457 0.27864444 0.5256158 ]
 [0.8320968  0.70495397 0.5456197 ]
 [0.52643526 0.633999   0.2797674 ]]"
733,733,Behance\456_829_7.5k_53_8 de julho de 2021.jpg,456,829,7.5k,8 de julho de 2021,456_829_7.5k_53_8 de julho de 2021.jpg,8,2021,julho,7,829,7500,"[[198.95941   47.930702  42.74535 ]
 [209.13449  215.40233  229.42467 ]
 [ 15.97147   13.153359  15.413045]
 [132.08008  102.62128   42.032562]
 [213.47522  150.03528  162.78195 ]
 [221.50227  161.899     37.723965]
 [ 80.465225  43.940742  24.824661]
 [126.532555 115.29324  161.17015 ]
 [ 40.98732   52.343857 138.1251  ]
 [242.49323  246.48412  251.80638 ]]","[[0.3010343  0.17223534 0.10288945]
 [0.946793   0.9645895  0.98714304]
 [0.8476938  0.5714025  0.6090791 ]
 [0.16532603 0.2099604  0.55265087]
 [0.5141014  0.39875937 0.16661268]
 [0.51118743 0.4673953  0.63954747]
 [0.7702993  0.1806877  0.1590792 ]
 [0.868089   0.6317177  0.14034268]
 [0.8186156  0.83297515 0.88873434]
 [0.05993283 0.04898584 0.05878654]]"
734,734,Behance\457_1k_7.8k_93_23 de julho de 2021.jpg,457,1k,7.8k,23 de julho de 2021,457_1k_7.8k_93_23 de julho de 2021.jpg,23,2021,julho,7,1000,7800,"[[30.884905  30.884912  30.884907 ]
 [ 1.4961412  1.4961488  1.4961507]
 [52.28916   52.28917   52.289173 ]
 [71.04773   71.04773   71.04774  ]
 [16.624441  16.624447  16.624413 ]
 [61.514282  61.51429   61.514297 ]
 [24.144217  24.144274  24.144226 ]
 [44.979393  44.9794    44.979496 ]
 [ 9.173808   9.173816   9.173821 ]
 [37.46378   37.463787  37.463764 ]]","[[0.03597572 0.03597575 0.03597577]
 [0.20087358 0.20087361 0.20087363]
 [0.11175423 0.11175425 0.11175422]
 [0.00586722 0.00586725 0.00586727]
 [0.27696222 0.27696222 0.27696222]
 [0.08950181 0.08950209 0.08950177]
 [0.13553661 0.13553664 0.1355366 ]
 [0.17484516 0.17484519 0.17484558]
 [0.2374576  0.2374576  0.23745763]
 [0.06299955 0.06299958 0.06299959]]"
735,735,Behance\458_2.2k_14.7k_83_23 de julho de 2021.jpg,458,2.2k,14.7k,23 de julho de 2021,458_2.2k_14.7k_83_23 de julho de 2021.jpg,23,2021,julho,7,2200,14700,"[[198.91068   205.34435   211.45453  ]
 [  5.631313    4.711443    4.7368712]
 [250.97766    38.344837   39.852093 ]
 [250.65518   251.76373   252.48734  ]
 [250.03252   209.03845     3.88441  ]
 [132.7494     89.36607   115.20846  ]
 [225.6722     92.905365  180.0016   ]
 [179.11923   141.066      15.378778 ]
 [159.53198   169.13431   178.3018   ]
 [174.71034    29.67592    26.820936 ]]","[[0.7800419  0.8052719  0.8292334 ]
 [0.98419935 0.15034479 0.1562472 ]
 [0.02208352 0.01847631 0.01857597]
 [0.9829614  0.98730874 0.9901464 ]
 [0.98051965 0.81975865 0.01523298]
 [0.884989   0.3643348  0.7058886 ]
 [0.6256737  0.66328925 0.69923687]
 [0.68494606 0.11675787 0.1056276 ]
 [0.52033764 0.35063842 0.4520677 ]
 [0.70242834 0.5532     0.06030893]]"
736,736,Behance\459_565_7.2k_39_22 de julho de 2021.jpg,459,565,7.2k,22 de julho de 2021,459_565_7.2k_39_22 de julho de 2021.jpg,22,2021,julho,7,565,7200,"[[ 36.002277  35.671158  32.01259 ]
 [155.11758  141.45901  123.99947 ]
 [ 76.80855   62.031258  45.762928]
 [216.48734  208.6275   195.91336 ]
 [ 72.54318   71.051155 100.96359 ]
 [ 51.93312   47.025642  42.882423]
 [106.58245   78.922646  52.676025]
 [ 25.293606  25.336672  24.17013 ]
 [123.78207  104.379395  82.467285]
 [185.46736  173.85966  158.38988 ]]","[[0.09915263 0.09932674 0.09476798]
 [0.6280606  0.57654405 0.5102962 ]
 [0.41910398 0.3118598  0.20956536]
 [0.20183183 0.18329583 0.16719931]
 [0.8588646  0.82901037 0.7799728 ]
 [0.49646062 0.4218812  0.3362733 ]
 [0.2846063  0.27875066 0.39611316]
 [0.30026287 0.24260585 0.1794124 ]
 [0.14054653 0.13936219 0.12508081]
 [0.7407389  0.69646645 0.63684577]]"
737,737,Behance\460_1.5k_12k_111_20 de julho de 2021.jpg,460,1.5k,12k,20 de julho de 2021,460_1.5k_12k_111_20 de julho de 2021.jpg,20,2021,julho,7,1500,12000,"[[ 70.04586  159.5393   121.73109 ]
 [ 56.596283  47.610085  75.96716 ]
 [234.51135  198.24771  150.94524 ]
 [202.1635   122.32694   77.65169 ]
 [202.00179  213.91609  214.11467 ]
 [ 15.11033   14.231771  15.407033]
 [130.71172   97.23081   64.23692 ]
 [212.29132  167.44789  114.37943 ]
 [156.28424  169.91684  165.31229 ]
 [169.20975   23.042147  73.96321 ]]","[[0.22915512 0.1929664  0.29655406]
 [0.9025049  0.7503437  0.55743116]
 [0.2754553  0.6251022  0.4774843 ]
 [0.79689395 0.8403443  0.8379509 ]
 [0.78962755 0.60904896 0.40233418]
 [0.55896026 0.4082133  0.25682867]
 [0.6140972  0.66923344 0.652184  ]
 [0.8845742  0.41751257 0.27720323]
 [0.65786576 0.08505714 0.29432508]
 [0.05923    0.05584744 0.06073773]]"
738,738,Behance\461_775_4.7k_70_23 de julho de 2021.jpg,461,775,4.7k,23 de julho de 2021,461_775_4.7k_70_23 de julho de 2021.jpg,23,2021,julho,7,775,4700,"[[212.97647  110.13991  156.13184 ]
 [249.01823  211.66423  105.441574]
 [105.98625   54.266167  77.39632 ]
 [ 21.830177  33.67161   52.43692 ]
 [240.30055  170.72511   35.090958]
 [245.80724  205.37436  172.02849 ]
 [187.98892  108.70452   42.446594]
 [209.78157  161.82532   91.77638 ]
 [149.3091   194.66469  194.31947 ]
 [119.72811  121.951294 138.50797 ]]","[[0.83298934 0.4302082  0.6097181 ]
 [0.08558327 0.1320459  0.20563625]
 [0.94444644 0.67331094 0.14042401]
 [0.8262594  0.63810647 0.35902864]
 [0.41563526 0.2126059  0.30295926]
 [0.57150173 0.7589034  0.75269234]
 [0.97145194 0.78722966 0.7441859 ]
 [0.7388682  0.42931664 0.16652286]
 [0.46955198 0.4759282  0.5417408 ]
 [0.96744263 0.8326597  0.45649475]]"
739,739,Behance\462_992_5.6k_56_21 de julho de 2021.jpg,462,992,5.6k,21 de julho de 2021,462_992_5.6k_56_21 de julho de 2021.jpg,21,2021,julho,7,992,5600,"[[194.36935  195.99321  203.66315 ]
 [114.82959  140.06647  151.40251 ]
 [ 98.63143   83.36505   71.68195 ]
 [100.73615  122.49287  129.70085 ]
 [218.25375  164.93942  136.87459 ]
 [ 72.63783   62.57328   55.134518]
 [168.82251  148.11949  119.36126 ]
 [162.46176  178.26337  190.31339 ]
 [134.29684  112.13372   86.61198 ]
 [135.78555  157.77643  170.196   ]]","[[0.44596693 0.54537624 0.5894697 ]
 [0.3884195  0.32792497 0.2815053 ]
 [0.7603563  0.7674076  0.797776  ]
 [0.3937695  0.47771168 0.5047195 ]
 [0.28564322 0.24608725 0.2168675 ]
 [0.66395766 0.58290267 0.4701873 ]
 [0.6300817  0.69499105 0.7428821 ]
 [0.85644484 0.6470115  0.5370468 ]
 [0.5310189  0.44279316 0.34105396]
 [0.52719784 0.6141348  0.6628094 ]]"
740,740,Behance\463_600_3.8k_47_22 de julho de 2021.jpg,463,600,3.8k,22 de julho de 2021,463_600_3.8k_47_22 de julho de 2021.jpg,22,2021,julho,7,600,3800,"[[254.30547  245.40923  221.39699 ]
 [105.46667   99.872284  53.52028 ]
 [225.01749  143.22229   93.55489 ]
 [247.69162  188.52048  126.66682 ]
 [105.49548  117.8468   143.6347  ]
 [188.51688  110.09435   77.036385]
 [133.14903  131.77937   70.32182 ]
 [ 39.277596  38.553112  48.329857]
 [138.08322   59.458115  63.715946]
 [201.11478  191.63435  162.15355 ]]","[[0.15402973 0.15118867 0.18952885]
 [0.78796566 0.75106573 0.63549984]
 [0.52210915 0.51669765 0.27569762]
 [0.9972692  0.962381   0.8682171 ]
 [0.9713619  0.73949    0.49693573]
 [0.41356564 0.3916143  0.20988548]
 [0.7397679  0.4322379  0.3023469 ]
 [0.8826327  0.56195605 0.36705485]
 [0.41367412 0.46209964 0.5632417 ]
 [0.54202473 0.23342687 0.2498025 ]]"
741,741,Behance\464_1.1k_9.6k_71_22 de julho de 2021.jpg,464,1.1k,9.6k,22 de julho de 2021,464_1.1k_9.6k_71_22 de julho de 2021.jpg,22,2021,julho,7,1100,9600,"[[201.84149  217.86932  232.14749 ]
 [234.74564  223.59615   51.607403]
 [247.49445  244.27652  132.23187 ]
 [186.81627  184.37042  178.98808 ]
 [216.71956  229.98111  241.37321 ]
 [251.0338   250.73212  183.70953 ]
 [139.08688  145.59323  123.11228 ]
 [184.83047  201.88199  217.6829  ]
 [ 49.49105   53.2663    11.006019]
 [199.00519  196.28793  185.46071 ]]","[[0.84977496 0.90182024 0.94660974]
 [0.7515822  0.74141383 0.7122171 ]
 [0.969733   0.9593988  0.5595186 ]
 [0.79163146 0.8543406  0.9101    ]
 [0.89749175 0.8478616  0.13234365]
 [0.54887176 0.5750154  0.50030005]
 [0.96421504 0.9393219  0.37245113]
 [0.20015752 0.21606958 0.0472846 ]
 [0.98401713 0.98377854 0.7370492 ]
 [0.7258619  0.7918945  0.8529608 ]]"
